4131,Cherokee,8816550,909,China,47205.48
6049,Sonoma Club Coupe,3693578,988,China,2823.69
2538,9000,1331549,316,Philippines,75327.36
2110,Sable,9079595,405,China,54882.85
6573,Vandura 2500,7893079,260,Japan,19335.00
804,Vision,9289160,387,Panama,81396.17
5909,S60,7831173,430,Japan,86370.57
4380,Sephia,9908420,322,Germany,81466.61
9550,CR-V,5824751,241,Greece,80524.94
2894,Tribute,6526750,320,Indonesia,75785.08
9491,Matrix,179454,101,Cameroon,58437.60
4876,Ram 3500 Club,8426554,598,Philippines,18034.20
5428,Yukon,1110101,181,Bosnia and Herzegovina,18959.52
3352,Bonneville,7328469,312,Philippines,85614.84
7762,Escort,8992803,217,Japan,31360.47
9566,Silverado 2500,5092699,717,Russia,30781.63
1254,F150,813427,680,Czech Republic,91356.38
113,MPV,9753951,373,Russia,29029.96
7821,Elantra,5883175,532,Brazil,92289.52
3298,F-Series,9717754,880,Mexico,96923.47
5055,Vandura 3500,1758489,324,Canada,42689.46
6954,924 S,2291085,689,Indonesia,50003.63
5146,Blazer,1562618,108,China,15494.60
229,Club Wagon,9160191,846,Liberia,42336.58
9035,Fiero,4226963,387,China,96010.54
6917,XC60,9190471,569,Philippines,65082.65
1428,Corolla,6070842,484,China,99706.38
4650,7 Series,4358423,161,Madagascar,4686.29
2204,Swift,8371730,51,Philippines,15782.29
1675,H1,3439358,341,Indonesia,12801.70
7019,Range Rover Classic,1972853,965,China,13240.60
6397,Grand Am,8692102,246,Czech Republic,69495.14
4262,Sephia,8737636,830,China,90853.17
5130,Cirrus,6125811,614,Vietnam,57339.85
2872,Lumina APV,8312110,863,Cuba,30867.94
9501,Range Rover,4666695,817,Czech Republic,50995.54
9410,Daewoo Magnus,3954001,134,Japan,91088.03
4534,Silverado 2500,5852533,954,Japan,29184.92
8515,Passat,196927,583,Brazil,14829.00
3095,3 Series,4335188,4,Russia,98804.97
8858,90,1746440,168,Sweden,48500.05
817,Corvette,9420031,505,China,28449.19
4582,Savana 2500,7702966,734,China,7996.74
4305,Monte Carlo,3446896,974,China,1711.85
206,Ram,9457350,296,Thailand,31086.09
7024,Tacoma,947374,485,China,87957.73
2100,Neon,2919312,616,China,40513.02
3000,Eclipse,3924219,852,Russia,74197.05
6179,Crown Victoria,1576818,98,Indonesia,40299.90
2511,Grand Prix,5947690,74,Philippines,5319.91
3529,STS,6314328,459,Madagascar,4301.18
8639,Cabriolet,3126323,918,Burkina Faso,18727.86
7101,Silverado 2500,3088380,2,Russia,69639.05
5672,DeVille,480183,384,China,86478.67
9914,Ram 1500,8229888,217,Russia,83506.18
7172,XJ,7763467,744,Indonesia,4009.90
5958,Blazer,5467614,46,Colombia,52367.87
8407,Chariot,8557983,789,Norway,22495.45
7322,TrailBlazer,8155926,411,Mexico,33265.29
7747,Integra,3493217,771,Sweden,68298.91
7752,Daewoo Lacetti,6341224,298,France,91276.60
6416,XLR,3168934,892,Argentina,90668.08
3036,CL65 AMG,8686377,868,China,36278.38
1309,Crown Victoria,4222028,163,Sweden,2285.44
9755,Land Cruiser,4403159,543,Gambia,90335.24
4396,Capri,2126793,567,Brazil,8577.84
2413,Blazer,862557,316,China,895.49
6139,Cooper Clubman,4115171,519,Russia,86979.97
3211,X3,2371021,676,South Korea,1735.66
8804,xD,7790340,747,China,98342.12
9798,Corvette,3131990,441,Dominican Republic,75655.20
4101,Sebring,630017,504,United States,25664.77
6884,Ram 1500 Club,6316221,741,China,69049.66
939,Elantra,7088904,706,Indonesia,6786.40
8826,2e,7345481,559,Albania,47129.07
3305,Taurus,4504104,32,Portugal,24547.95
3967,Cruze,5763289,809,Ukraine,94950.40
9326,Sierra 3500,8194622,298,Thailand,26021.56
5662,Safari,4901855,163,Sweden,48303.77
3096,S-Type,914030,745,Poland,42307.69
9730,Th!nk,799817,985,Dominican Republic,35628.88
2554,Vitara,5628958,641,Kazakhstan,9515.89
2964,Grand Caravan,4046948,23,China,31465.26
2112,3 Series,5843413,310,China,56490.74
7655,F350,4555466,875,Thailand,5579.25
5761,Silhouette,6234765,933,Syria,18708.33
7564,S6,3964487,58,Indonesia,59632.39
9010,Pajero,5993681,784,Poland,51028.62
9038,Mazda6,6335214,868,China,51460.29
1057,Journey,4701639,979,Uganda,59391.98
723,Caravan,5739405,938,Portugal,63158.89
8039,Suburban 2500,5488414,975,Brazil,98385.21
9873,G37,1612020,580,Bahamas,48884.13
4581,Bonneville,5914766,325,Philippines,85336.59
7859,Cutlass Supreme,603916,712,Indonesia,66594.08
9238,Discovery,602599,419,China,10320.73
775,MX-5,6813965,909,China,38026.38
6269,Tempo,6435928,421,China,67101.09
6644,LHS,4956474,216,China,77458.39
2753,Town & Country,3191531,453,Ireland,61945.00
3060,Defender Ice Edition,3408170,361,China,30433.81
6722,FX,7781023,611,France,18828.78
5636,Defender,7965143,28,Costa Rica,22315.98
1649,S-Class,9717555,593,Portugal,32966.13
5568,Mystique,3026463,809,Mongolia,1588.29
3631,C70,9019153,49,Indonesia,48502.52
313,3 Series,3459793,221,Turkmenistan,95403.63
3663,Yukon,3086359,212,China,45123.29
4178,XL-7,3610643,146,Ukraine,75274.92
1849,Summit,9421380,996,Ivory Coast,8984.73
3630,Hearse,4161265,666,China,4213.81
9115,Legacy,2632496,433,Iran,35809.68
6656,G-Series 3500,6426165,322,Ukraine,14653.94
7867,Cruze,3481172,545,China,80582.35
5561,Caprice Classic,4491912,134,Mexico,21517.68
3016,LR2,8895074,913,Malaysia,11213.90
5298,Silverado,8573533,432,Indonesia,15797.27
1223,XL-7,2662958,130,Japan,60422.39
4319,V50,6178519,659,Indonesia,6301.83
7246,Accord,7473805,190,Sweden,69007.02
3466,S-Series,3297685,488,Philippines,67324.60
3198,Econoline E150,5331410,581,Moldova,87643.45
985,Challenger,6942756,331,Poland,20565.46
3216,GTI,1338053,683,Greece,62483.35
3350,MX-3,4952442,295,Ukraine,14875.56
4228,Econoline E350,6487004,770,Cuba,21966.21
1435,Silhouette,9352562,647,Indonesia,93467.82
958,Crown Victoria,1071369,812,Tanzania,83852.31
1256,Golf,4238117,213,Czech Republic,35995.87
5292,Eldorado,8439880,891,Brazil,25479.97
8802,S-Type,9002308,618,Ukraine,49872.99
1244,Century,1218869,641,Thailand,7735.35
8907,Grand Cherokee,3752325,952,Yemen,19509.01
8651,Suburban 2500,2353628,654,Philippines,39799.32
2407,Quest,3757784,985,China,48017.02
566,Sentra,3760358,294,Czech Republic,24478.82
7180,Malibu,1762305,263,Finland,71186.56
4577,Savana 3500,6544466,873,Papua New Guinea,16104.88
669,del Sol,9932794,928,China,42733.65
967,EXP,1235352,996,Panama,43852.29
3023,Miata MX-5,1363346,81,Portugal,14555.57
2494,V12 Vantage,3783347,880,Bosnia and Herzegovina,49579.82
9802,F-Series,5038483,339,Philippines,35556.86
8074,600SL,6146722,199,Indonesia,59165.51
870,Fox,4037504,488,Indonesia,98770.71
2232,C70,7387186,206,France,63448.12
7398,Sable,1618476,759,Poland,20170.01
9598,Fusion,5611904,671,Russia,89149.20
8445,M6,1975140,682,Brazil,89888.45
2084,IS,603072,291,United States,55528.19
5483,Galant,9907548,328,Malaysia,79922.61
1628,STS-V,4160213,435,Iran,54802.37
849,Mountaineer,9106583,521,China,88074.99
2405,Cavalier,7211154,684,Czech Republic,49552.49
3007,Passat,2646451,804,Pakistan,37121.69
3592,VUE,3695069,256,China,3579.30
5286,TL,4266516,893,Mongolia,62237.16
8127,Exige,8743837,249,Brazil,947.36
1105,Mark LT,5200584,132,Sweden,55964.27
9027,Galant,6092820,846,Portugal,9259.93
424,Pajero,1557105,613,Japan,79463.34
9239,Thunderbird,8733992,109,Philippines,44855.73
1246,CTS,1699795,776,Netherlands,11360.90
1569,TL,7425561,689,Canada,23463.99
1930,Esteem,718145,37,Argentina,20493.85
9129,Envoy,771477,154,Portugal,94317.45
5305,S40,5740977,439,Palestinian Territory,87599.12
5967,Alero,4159004,851,Brazil,95362.60
6724,NSX,7930834,873,Poland,58902.76
1523,M,2802488,76,China,46901.05
1780,Monterey,3980435,605,Peru,41831.56
9605,Rodeo,4949260,664,China,55661.92
86,Legacy,4614652,308,Thailand,68569.85
8856,EX,8651557,879,France,35018.18
2032,Baja,2928355,227,China,90402.04
5117,CR-V,4550596,2,China,28471.09
2175,Continental,6006182,32,China,56066.05
8641,Previa,5918283,744,Democratic Republic of the Congo,44467.84
398,1 Series,7939548,504,Indonesia,51690.19
5702,S-Type,3707891,584,Croatia,63472.33
9642,Town Car,2249353,833,China,71087.99
3898,Continental Flying Spur,8864003,570,China,75809.21
3442,Pilot,3950887,146,Sweden,52072.75
8295,G-Series G10,2257081,605,Poland,57026.36
5109,Quattroporte,8441469,146,China,14291.62
7288,Century,4568426,196,Russia,72342.08
4288,V12 Vantage,6713129,414,Russia,78514.34
6224,Grand Caravan,5698797,456,China,70629.96
6923,Sorento,2463708,557,Vietnam,12783.95
6243,Envoy,3446234,307,Laos,76184.68
7779,Montero,8452213,857,Palau,13335.30
8337,G-Series G20,8378188,394,South Africa,65392.71
2208,Elantra,2417468,233,Russia,73386.40
7831,MX-5,2124431,873,Japan,50468.61
9776,164,7881469,36,Russia,66905.57
5576,Savana 2500,8419890,115,Croatia,34409.34
9796,Cherokee,7015264,459,China,62680.28
5588,Expo,2974920,501,Costa Rica,96362.87
3063,Leganza,8396207,249,Argentina,58690.75
3871,Highlander,5825824,222,China,24848.46
8515,New Beetle,6970915,602,Philippines,57590.51
2227,Sprinter,4435473,820,Poland,84916.70
3206,Oasis,2439017,264,Philippines,29384.59
8795,Corvette,1644460,786,Canada,35500.10
817,Traverse,5320314,579,South Korea,40773.66
9118,Rally Wagon 3500,8584538,481,Brazil,96390.39
8077,FX,7589513,715,China,6390.50
4630,S4,3995172,555,Greece,34193.94
7865,SL-Class,481961,869,Philippines,76843.32
171,Yukon,866402,285,China,66313.81
3686,M3,360078,361,Canada,76658.03
8138,350Z,4002134,845,Brazil,48124.42
4433,Prowler,2928678,483,Albania,19172.78
1643,Liberty,1815384,193,Brazil,65618.54
6366,Bronco II,6311969,851,Sudan,23531.79
54,Intrigue,5292167,67,Argentina,80315.36
874,DeVille,4411750,708,French Polynesia,42739.40
532,Sierra,9173344,844,Ukraine,29388.55
8074,Crown Victoria,9785755,642,China,86354.82
3120,Diablo,3726371,729,China,68332.22
7201,Monte Carlo,9243913,119,Honduras,69774.85
2050,SL-Class,5923336,768,Sweden,33104.09
180,5000S,3706852,693,Poland,27086.59
5153,Murciélago LP640,3415218,509,Afghanistan,11798.13
6125,928,8268086,482,Indonesia,65719.11
7037,Yaris,7240668,339,Ecuador,72167.01
9695,Ram 2500,377177,449,China,48506.25
1537,L300,8267255,852,Brazil,65455.99
4483,M-Class,8588033,797,Tanzania,32427.02
168,Forte,9644784,170,China,28510.99
3334,Santa Fe,8970496,644,Colombia,27823.79
5976,650,5856350,229,Philippines,57791.89
9068,GTI,9225429,232,Sweden,48588.67
8894,MX-6,1526745,357,Morocco,95377.60
8273,i-Series,435473,738,Portugal,33083.54
572,Pajero,1475335,246,China,71327.94
5467,Escape,8299945,565,Brazil,64663.49
5852,Transit Connect,3238228,446,Brazil,72826.25
1227,Ascender,6452798,637,Brazil,25021.69
9889,Impreza,5876692,191,Greece,7009.76
4597,S-Class,3560074,847,Philippines,27577.25
9485,Sienna,9324828,845,China,72698.47
7696,EXP,2243474,44,Paraguay,29305.39
3259,Defender 90,8926814,669,China,38885.26
1937,Loyale,8325048,515,Greece,51424.42
6273,Versa,8044944,79,China,92454.87
5556,Mustang,9955724,430,China,42395.47
5244,Vision,1573186,997,China,79673.41
6556,NSX,8865589,282,Brazil,12026.25
5074,M-Class,7957501,118,Portugal,52583.00
5039,Cooper,382739,150,China,87749.30
9207,Firebird,9882773,386,China,31199.85
5801,Tempo,7208884,212,France,1090.07
1989,V8 Vantage,8175320,732,Indonesia,17746.58
8530,RAV4,7713534,956,Armenia,94202.36
1008,Truck,3416823,172,China,66568.58
3120,500E,996011,963,Canada,84944.89
4587,Yukon XL 2500,322657,896,Colombia,50341.09
3617,Stratus,1890793,302,China,44448.97
3810,Storm,7829075,27,France,96172.64
709,Astro,6210490,459,Jordan,7165.41
1799,C70,558725,288,Portugal,93209.92
9913,M3,1235246,188,Czech Republic,65406.99
316,850,7069605,619,Sweden,53105.11
2779,Altima,7769727,575,Poland,43775.34
3303,Envoy XUV,2724069,323,China,65626.92
546,Trans Sport,6295153,603,Ukraine,56454.39
2618,Escort,5390275,345,Nepal,47724.65
7963,Matrix,2992991,740,Indonesia,93163.80
2817,G,2304802,926,Philippines,43772.28
9146,Sentra,4204338,554,Kazakhstan,82649.07
6188,Bravada,5895863,660,China,7706.11
3749,RAV4,198148,454,United States,14985.14
3441,Explorer,5476467,845,South Korea,45924.29
5155,900,9596279,379,China,56479.40
3743,Avalanche 1500,2102727,519,Costa Rica,11604.33
3372,Viper,6122758,20,North Korea,69920.11
3601,Pacifica,6979794,920,Malaysia,7089.72
7380,Phantom,8066832,240,Cyprus,64318.90
6467,Town Car,9961335,328,Indonesia,91050.24
3842,Grand Vitara,6411449,313,France,37417.92
8896,Silverado 2500,1870961,487,China,93686.28
763,LeSabre,620109,192,Japan,14766.70
3610,944,1586687,493,China,61581.25
3563,Neon,786379,571,Latvia,97894.91
9872,Thunderbird,1943180,112,Mozambique,72711.18
7143,GTO,2325163,799,Iran,10453.14
2895,Catera,8338278,741,China,45638.38
9780,R-Class,824507,939,Indonesia,12348.82
9097,Savana,4286426,578,Indonesia,27204.96
1164,GS,305780,432,China,70575.41
5866,Pathfinder,9606827,694,Indonesia,64573.63
4115,Suburban 2500,9344230,718,Brazil,86574.79
2896,Probe,2730861,287,China,98486.12
6783,Corolla,2762715,272,China,55527.28
5768,M3,8912079,663,Japan,55281.10
7720,FX,7569957,756,Colombia,38136.70
1809,Safari,9443002,485,Japan,60356.78
551,Impala,7295834,815,France,72425.12
5485,Mazda6,5372170,669,Vietnam,91171.35
3626,Liberty,9237703,398,Bhutan,51163.69
7252,IS F,7891340,694,Brazil,65440.45
6203,Escalade EXT,8493741,614,Germany,89808.22
8798,MPV,9086476,151,Mexico,39136.76
4391,Colt,4590180,723,France,16486.65
2890,Outback,1275383,976,China,79538.24
6762,ZX2,5906931,909,France,60564.91
4973,Suburban 2500,5031707,368,Philippines,93320.26
3624,Montana SV6,8589385,655,Russia,47986.69
124,Savana,9551612,616,Tunisia,23657.61
9959,Fiero,5340069,467,China,91844.06
9380,57,2428427,980,China,61132.62
6960,Jetta,7236272,775,Brazil,71677.05
8486,200,8616505,605,Russia,43074.49
694,XK Series,3363804,104,Czech Republic,6713.77
933,Celica,2352892,161,Thailand,50222.54
2287,MX-5,2227640,513,Portugal,55816.23
5765,i-Series,9454289,368,Indonesia,76194.25
730,T100 Xtra,5691717,272,Finland,4171.45
8718,Corolla,9364901,136,Indonesia,4406.73
1143,Grand Prix,8410576,500,Portugal,64381.70
6439,Colt Vista,1138773,919,Armenia,74975.79
1761,Continental,661439,412,China,99933.68
8778,SX4,7526633,382,China,61372.28
6584,5 Series,2630074,666,China,40656.27
5849,Loyale,5819546,37,Nigeria,12871.43
9766,Probe,2472182,287,China,24829.35
7640,Explorer,8130928,216,Ireland,7162.83
1232,A8,2167851,999,Indonesia,22463.21
6917,B2600,2907037,333,Indonesia,74806.10
5346,IS,7452093,41,China,20022.68
5123,Accent,272602,295,Malaysia,88323.80
7193,Cayenne,9633655,490,Czech Republic,61053.42
7068,Prowler,3259957,265,Philippines,72380.61
8650,Focus ST,1494482,730,Thailand,75490.52
6283,Silverado 2500,8267772,284,China,79155.59
1198,Econoline E350,739941,130,Russia,96944.44
1270,Impala,920084,265,Philippines,11251.57
1073,Town & Country,7913016,136,China,47523.59
7691,200SX,8879137,938,China,16540.19
2727,Suburban 2500,4869185,603,China,8606.99
9804,Sunfire,4255398,783,China,67008.98
2753,Range Rover,9260192,113,China,55346.50
2377,Galant,725329,351,China,71959.18
458,Range Rover,5804549,426,Greece,66034.12
4812,SX4,6287901,304,China,39328.20
9950,Escort,8305716,20,Vietnam,34832.40
6491,ZDX,1841710,123,Ecuador,22028.26
6214,Eos,8797850,969,Chile,91998.58
4676,Caprice,2182600,671,Indonesia,62807.87
73,C/V,6178100,948,Honduras,5862.37
7408,F250,4761304,120,China,79189.75
8640,xD,6381428,634,China,18765.16
6209,Thunderbird,9641127,523,China,83164.89
5125,rio,5696254,369,Indonesia,62441.70
5495,Sienna,4956947,102,China,22183.60
4601,Starion,5801192,162,Thailand,2380.31
342,Tracker,7190276,768,Sweden,48269.77
102,Continental,3495996,617,Netherlands,974.21
4976,CR-V,5440956,492,China,66284.06
5258,Corvette,852680,786,Sweden,62219.03
4447,Range Rover,2287309,717,China,26930.96
8469,300ZX,1397766,573,Russia,39821.52
9618,Ciera,5372756,137,Nigeria,95748.49
3477,Legacy,2790337,24,Georgia,43488.98
5766,Topaz,3331028,860,Uzbekistan,76629.66
2070,NSX,9933991,199,Taiwan,24193.71
4189,Durango,7438098,146,Russia,52682.71
4199,DeVille,3774887,805,China,94808.11
7174,Rabbit,3947546,305,Argentina,74907.98
6652,CX-9,5641237,644,Brazil,13238.43
2851,F150,7062033,306,Nicaragua,13348.81
820,90,8161327,215,Indonesia,43368.64
8266,Spirit,243161,547,Canada,10768.35
3513,V40,1976568,122,China,59941.94
6735,Cavalier,3249134,913,Mexico,60189.48
8209,Econoline E350,8574648,953,Kenya,57417.15
7863,Ram 1500,990922,752,South Africa,68355.73
7563,6 Series,9179155,49,Gabon,81546.16
4606,Fillmore,5743933,47,Argentina,96251.17
9632,Odyssey,6166370,27,Indonesia,39104.22
5321,Sportage,883148,43,China,13666.34
8279,Rio,9954441,170,Czech Republic,69588.78
7094,Ram Van 2500,8652493,872,Philippines,89900.38
6175,9-3,1429095,990,Russia,68835.65
9622,911,8842690,636,China,18615.28
667,Rally Wagon 1500,3946515,952,Poland,3041.31
5429,Clubman,3911883,438,France,42808.07
9358,Canyon,9402235,719,China,90108.62
9327,Talon,6016133,173,United States,41524.55
4466,Monte Carlo,6188815,315,France,60210.93
2079,Tracker,6183552,535,South Korea,10450.19
8554,Festiva,2153990,292,Philippines,81812.42
2986,IS,3571482,863,Canada,34393.00
4582,Riviera,8816812,857,Philippines,39835.44
7989,Integra,286084,831,Ukraine,1270.95
4692,Prizm,3117322,791,Brazil,39210.86
5599,Swift,2276134,424,Brazil,69449.18
4653,X6,4899176,125,Russia,78563.47
3693,T100,5006507,380,China,40448.60
